Distance,Temperature,Pressure,Speed,Density (kg/m^3),Mass Fraction (H2),Mass Fraction (O),Mass Fraction (O2),Mass Fraction (OH),Mass Fraction (H2O),Mass Fraction (AR),Mole Fraction (H2),Mole Fraction (O),Mole Fraction (O2),Mole Fraction (OH),Mole Fraction (H2O),Mole Fraction (AR)
9.01692773727578e-09,1520.4274938754716,302999.9999998599,0.006074664144787865,309.8245373265188,0.09788800745909461,0.0017143267318292439,0.7795391531115925,0.00173312987789219,0.017784958858002194,0.0998126171143035,0.09788800745909461,0.0017143267318292439,0.7795391531115925,0.00173312987789219,0.017784958858002194,0.0998126171143035
9.045649325369761e-09,1521.1654216310499,302999.99999985466,0.006077379216184554,309.68612310039936,0.09779483145617823,0.0017702614789523831,0.7789010968194766,0.0017913285517752277,0.01837474994615732,0.0998126171143035,0.09779483145617823,0.0017702614789523831,0.7789010968194766,0.0017913285517752277,0.01837474994615732,0.0998126171143035
9.074370913463742e-09,1521.9287144345458,302999.99999984936,0.006080187509904077,309.5430864615234,0.09769860826817972,0.0018280455274803356,0.7782422361124097,0.0018514976819337268,0.01898395422219482,0.09981261711430353,0.09769860826817972,0.0018280455274803356,0.7782422361124097,0.0018514976819337268,0.01898395422219482,0.09981261711430353
9.103092501557724e-09,1522.718189553551,302999.9999998438,0.006083091992469631,309.39528950379355,0.09759923861279836,0.0018877411718608806,0.777561876243309,0.0019137074444574534,0.019613200911740743,0.09981261711430349,0.09759923861279836,0.0018877411718608806,0.777561876243309,0.0019137074444574534,0.019613200911740743,0.09981261711430349
9.131814089651705e-09,1523.534691786709,302999.99999983824,0.006086095728674228,309.2425903224896,0.09749661996441686,0.0019494128640240114,0.7768592991570825,0.0019780308447873264,0.020263139754329605,0.0998126171143035,0.09749661996441686,0.0019494128640240114,0.7768592991570825,0.0019780308447873264,0.020263139754329605,0.0998126171143035
9.160535677745686e-09,1524.379094589824,302999.99999983236,0.0060892018856828455,309.0848428793649,0.09739064644690519,0.002013127292580913,0.7761337627388862,0.0020445438385297953,0.02093444170508712,0.09981261711430349,0.09739064644690519,0.002013127292580913,0.7761337627388862,0.0020445438385297953,0.02093444170508712,0.09981261711430349
9.189257265839667e-09,1525.2523012287775,302999.9999998264,0.0060924137369037885,308.92189686808257,0.09728120872333636,0.0020789534652765652,0.775384500038128,0.002113325456256235,0.021627799656435326,0.0998126171143035,0.09728120872333636,0.0020789534652765652,0.775384500038128,0.002113325456256235,0.021627799656435326,0.0998126171143035
9.217978853933648e-09,1526.1552459562643,302999.99999981996,0.00609573466625895,308.7535975809324,0.09716819388261785,0.002146962794835023,0.7746107184673615,0.0021844579324503156,0.022343929179465385,0.09981261711430349,0.09716819388261785,0.002146962794835023,0.7746107184673615,0.0021844579324503156,0.022343929179465385,0.09981261711430349
9.24670044202763e-09,1527.0888952091004,302999.9999998137,0.006099168172584842,308.57978577782904,0.09705148532306916,0.0022172291883310615,0.7738115989753401,0.002258026838794395,0.02308356928446421,0.0998126171143035,0.09705148532306916,0.0022172291883310615,0.7738115989753401,0.002258026838794395,0.02308356928446421,0.0998126171143035
9.27542203012161e-09,1528.054248822751,302999.999999807,0.00610271787361258,308.4002975586184,0.09693096263298254,0.0022898291402246337,0.7729862951935508,0.0023341212220238357,0.023847483200014015,0.09981261711430349,0.09693096263298254,0.0022898291402246337,0.7729862951935508,0.0023341212220238357,0.023847483200014015,0.09981261711430349
9.304143618215592e-09,1529.0523412597574,302999.9999998,0.006106387510343477,308.21496423973355,0.09680650146820668,0.0023648418292030356,0.7721339325555372,0.0024128337466270793,0.02463645917008095,0.0998126171143035,0.09680650146820668,0.0023648418292030356,0.7721339325555372,0.0024128337466270793,0.02463645917008095,0.0998126171143035
9.332865206309573e-09,1530.084242848539,302999.9999997929,0.006110180951662396,308.0236122362711,0.0966779734268248,0.0024423492189652204,0.7712536073885569,0.0024942608426973194,0.025451311268309837,0.0998126171143035,0.0966779734268248,0.0024423492189652204,0.7712536073885569,0.0024942608426973194,0.025451311268309837,0.0998126171143035
9.361586794403554e-09,1531.1510610290586,302999.99999978545,0.006114102198288663,307.8260629505761,0.09654524592101485,0.002522436163081974,0.7703443859772352,0.002578502859279247,0.026292880228654735,0.09981261711430349,0.09654524592101485,0.002522436163081974,0.7703443859772352,0.002578502859279247,0.026292880228654735,0.09981261711430349
9.390308382497536e-09,1532.25394160203,302999.99999977776,0.0061181553870876025,307.62213266838444,0.09640818204617291,0.002605190514079362,0.7694053035988719,0.0026656642236082156,0.027162034291533698,0.0998126171143035,0.09640818204617291,0.002605190514079362,0.7694053035988719,0.0026656642236082156,0.027162034291533698,0.0998126171143035
9.419029970591517e-09,1533.3940699781785,302999.9999997699,0.00612234479581151,307.41163246360986,0.0962666404474263,0.00269070323687609,0.7684353635303955,0.002755853606658611,0.028059670064435743,0.09981261711430349,0.0962666404474263,0.00269070323687609,0.7684353635303955,0.002755853606658611,0.028059670064435743,0.09981261711430349
9.447751558685498e-09,1534.572672424059,302999.99999976193,0.00612667484689724,307.19436811286187,0.09612047518369367,0.002779068526697856,0.7674335360272221,0.002849184095439032,0.02898671339574609,0.0998126171143035,0.09612047518369367,0.002779068526697856,0.7674335360272221,0.002849184095439032,0.02898671339574609,0.0998126171143035
9.47360098797008e-09,1535.6673573678827,302999.9999997542,0.0061306959170392885,306.99288199844193,0.09598484878782516,0.0028611167840893728,0.7665037489986266,0.0029359643471084077,0.029846985331706107,0.09981261711430349,0.09598484878782516,0.0028611167840893728,0.7665037489986266,0.0029359643471084077,0.029846985331706107,0.09981261711430349
9.499450417254663e-09,1536.7951877250766,302999.9999997464,0.006134838046789568,306.78560605557453,0.09584524204748333,0.0029456281078124565,0.7655464720873194,0.0030254732518394424,0.030732569690636355,0.0998126171143035,0.09584524204748333,0.0029456281078124565,0.7655464720873194,0.0030254732518394424,0.030732569690636355,0.0998126171143035
9.525299846539245e-09,1537.9571472351174,302999.9999997384,0.006139104777413726,306.57238742140316,0.09570153848732321,0.0030326783775024724,0.7645608817568919,0.0031178031590065407,0.03164420572245852,0.0998126171143035,0.09570153848732321,0.0030326783775024724,0.7645608817568919,0.0031178031590065407,0.03164420572245852,0.0998126171143035
9.551149275823827e-09,1539.1542494905186,302999.99999973015,0.00614349975530677,306.353069614483,0.09555361827141683,0.0031223459145119413,0.7635461300970313,0.0032130497911487172,0.03258265410473948,0.0998126171143035,0.09555361827141683,0.0031223459145119413,0.7635461300970313,0.0032130497911487172,0.03258265410473948,0.0998126171143035
9.57699870510841e-09,1540.3875386402428,302999.9999997218,0.006148026734684676,306.1274925191803,0.09540135811807868,0.0032147115642592004,0.7625013441521549,0.0033113123675468006,0.03354869748254354,0.09981261711430353,0.09540135811807868,0.0032147115642592004,0.7625013441521549,0.0033113123675468006,0.03354869748254354,0.09981261711430353
9.602848134392992e-09,1541.6580900738625,302999.9999997129,0.006152689579030081,305.89549237996215,0.09524463121348727,0.0033098587828138347,0.7614256252296834,0.003412693734522275,0.034543141013299604,0.09981261711430349,0.09524463121348727,0.0033098587828138347,0.7614256252296834,0.003412693734522275,0.034543141013299604,0.09981261711430349
9.626112620749117e-09,1542.8343601305112,302999.9999997047,0.006157005586831131,305.6810622774336,0.09509965020056721,0.0033979406714331572,0.7604302664400501,0.0035066915626624827,0.035463106356639455,0.09981261711430349,0.09509965020056721,0.0033979406714331572,0.7604302664400501,0.0035066915626624827,0.035463106356639455,0.09981261711430349
9.649377107105242e-09,1544.0425388861597,302999.99999969633,0.006161437840899858,305.46116942847465,0.09495084786739795,0.0034884101189508777,0.7594084097324474,0.003603382329733534,0.036407366471618074,0.0998126171143035,0.09495084786739795,0.0034884101189508777,0.7594084097324474,0.003603382329733534,0.036407366471618074,0.0998126171143035
9.672641593461367e-09,1545.2834778413553,302999.99999968783,0.006165989393921478,305.2356869276202,0.09479812408294497,0.0035813337499084035,0.7583593436762265,0.003702849098303495,0.03737655725916273,0.09981261711430349,0.09479812408294497,0.0035813337499084035,0.7583593436762265,0.003702849098303495,0.03737655725916273,0.09981261711430349
9.695906079817492e-09,1546.5580506111644,302999.99999967904,0.006170663375704301,305.00448552190255,0.09464137618294725,0.0036767801327191934,0.7572823381821449,0.0038051776666433437,0.03837133074343826,0.09981261711430349,0.09464137618294725,0.0036767801327191934,0.7572823381821449,0.0038051776666433437,0.03837133074343826,0.09981261711430349
9.719170566173617e-09,1547.8671532774858,302999.99999967,0.006175462994171271,304.7674336357299,0.09448049891916432,0.003774819838569507,0.75617664407221,0.003910456661027563,0.03939235538770378,0.09981261711430349,0.09448049891916432,0.003774819838569507,0.75617664407221,0.003910456661027563,0.03939235538770378,0.09981261711430349
9.742435052529743e-09,1549.211704727554,302999.9999996608,0.0061803915361218235,304.5243974021046,0.09431538440909779,0.0038755255019334092,0.7550414926477574,0.004018777631632085,0.040440316406376804,0.0998126171143035,0.09431538440909779,0.0038755255019334092,0.7550414926477574,0.004018777631632085,0.040440316406376804,0.0998126171143035
9.765699538885868e-09,1550.5926469791027,302999.9999996513,0.006185452368429208,304.2752407001284,0.09414592208643,0.003978971882465031,0.7538760952581689,0.004130235151771764,0.04151591607203335,0.0998126171143035,0.09414592208643,0.003978971882465031,0.7538760952581689,0.004130235151771764,0.04151591607203335,0.0998126171143035
9.788964025241993e-09,1552.010945488495,302999.9999996414,0.006190648938817273,304.01982519956147,0.09397199865232869,0.004085235928352382,0.752679642870747,0.00424492692014675,0.04261987401627609,0.0998126171143035,0.09397199865232869,0.004085235928352382,0.752679642870747,0.00424492692014675,0.04261987401627609,0.0998126171143035
9.812228511598118e-09,1553.4675894375653,302999.99999963137,0.006195984776467257,303.75801041330425,0.09379349802778522,0.00419439684130098,0.751451305642056,0.004362953866135157,0.04375292752321391,0.09981261711430349,0.09379349802778522,0.00419439684130098,0.751451305642056,0.004362953866135157,0.04375292752321391,0.09981261711430349
9.835492997954243e-09,1554.963591997659,302999.999999621,0.006201463492884271,303.4896537580979,0.09361030130725555,0.00430653614314264,0.7501902324924581,0.0044844202584912035,0.04491583181391871,0.0998126171143035,0.09361030130725555,0.00430653614314264,0.7501902324924581,0.0044844202584912035,0.04491583181391871,0.0998126171143035
9.858757484310369e-09,1556.4999905702482,302999.9999996105,0.006207088782379774,303.214610623557,0.09342228671391521,0.004421737743953159,0.748895550686285,0.004609433817601012,0.0461093603200846,0.09981261711430349,0.09342228671391521,0.004421737743953159,0.748895550686285,0.004609433817601012,0.0461093603200846,0.09981261711430349
9.882021970666494e-09,1558.077847001057,302999.9999995995,0.006212864422429216,302.9327344501058,0.09322932955682647,0.004540088011618768,0.7475663654195888,0.004738105830981127,0.04733430494504059,0.09981261711430349,0.09322932955682647,0.004540088011618768,0.7475663654195888,0.004738105830981127,0.04733430494504059,0.09981261711430349
9.905286457022619e-09,1559.6982477627148,302999.9999995885,0.006218794274145536,302.6438768167511,0.09303130219033472,0.0046616758428592465,0.7462017594171266,0.00487055127164729,0.04859147630997793,0.0998126171143035,0.09303130219033472,0.0046616758428592465,0.7462017594171266,0.00487055127164729,0.04859147630997793,0.0998126171143035
9.928550943378744e-09,1561.3623041020658,302999.99999957695,0.006224882282374972,302.3478875393726,0.09282807397606803,0.004786592735696993,0.7448007925407221,0.005006888919375256,0.04988170398300431,0.09981261711430349,0.09282807397606803,0.004786592735696993,0.7448007925407221,0.005006888919375256,0.04988170398300431,0.09981261711430349
9.95181542973487e-09,1563.071152149717,302999.9999995653,0.006231132475667064,302.04461477990446,0.09261951124795922,0.0049149328633011176,0.7433625014118086,0.00514724148504845,0.05120583668848228,0.0998126171143035,0.09261951124795922,0.0049149328633011176,0.7433625014118086,0.00514724148504845,0.05120583668848228,0.0998126171143035
9.975079916090995e-09,1564.8259529882394,302999.9999995532,0.006237548966240546,301.7339051669809,0.09240547728074772,0.005046793149107794,0.7418858990511648,0.005291735737938025,0.052564742493833264,0.0998126171143035,0.09240547728074772,0.005046793149107794,0.7418858990511648,0.005291735737938025,0.052564742493833264,0.0998126171143035
9.99834440244712e-09,1566.6278926732712,302999.99999954086,0.006244135949575619,301.4156039290001,0.0921858322624511,0.005182273343133977,0.7403699745387604,0.005440502635431744,0.053959308970656684,0.0998126171143035,0.0921858322624511,0.005182273343133977,0.7403699745387604,0.005440502635431744,0.053959308970656684,0.0998126171143035
1.0021608888803245e-08,1568.4781822016253,302999.99999952817,0.006250897703838891,301.0895550405544,0.0919604332713445,0.005321476099403084,0.7388136926968768,0.005593677454880534,0.05539044332668531,0.09981261711430353,0.0919604332713445,0.005321476099403084,0.7388136926968768,0.005593677454880534,0.05539044332668531,0.09981261711430353
1.004487337515937e-08,1570.3780574216507,302999.99999951484,0.006257838589193261,300.75560138290376,0.0917291342580556,0.005464507054365647,0.7372159938003301,0.005751399927532005,0.05685907250479178,0.09981261711430349,0.0917291342580556,0.005464507054365647,0.7372159938003301,0.005751399927532005,0.05685907250479178,0.09981261711430349
1.0068137861515495e-08,1572.328778881043,302999.9999995015,0.006264963046712383,300.4135849191387,0.0914917860334311,0.005611474906165442,0.7355757933180471,0.0059138143744247584,0.05836614324499115,0.09981261711430349,0.0914917860334311,0.005611474906165442,0.7355757933180471,0.0059138143744247584,0.05836614324499115,0.09981261711430349
1.009140234787162e-08,1574.331631605445,302999.99999948783,0.006272275597075361,300.06334688497856,0.0912482362628803,0.005762491494587006,0.7338919816903849,0.0060810698437332245,0.0599126221049833,0.0998126171143035,0.0912482362628803,0.005762491494587006,0.7338919816903849,0.0060810698437332245,0.0599126221049833,0.0998126171143035
1.0114666834227746e-08,1576.387924799961,302999.9999994738,0.006279780839030542,299.70472799633336,0.09099832946797247,0.0059176718815041164,0.7321634241469004,0.006253320248938902,0.061499495434267304,0.0998126171143035,0.09099832946797247,0.0059176718815041164,0.7321634241469004,0.006253320248938902,0.061499495434267304,0.0998126171143035
1.0137931320583871e-08,1578.4989914663709,302999.99999945925,0.006287483447423058,299.3375686745567,0.09074190703613993,0.0060771344316222446,0.7303889605698705,0.006430724507454528,0.06312776929646897,0.0998126171143035,0.09074190703613993,0.0060771344316222446,0.7303889605698705,0.006430724507454528,0.06312776929646897,0.0998126171143035
1.0161195806939996e-08,1580.6661879122523,302999.9999994443,0.00629538817087666,298.9617092931423,0.0904788072410996,0.006241000893169626,0.7285674054195178,0.006613446679682199,0.0647984693234566,0.09981261711430349,0.0904788072410996,0.006241000893169626,0.7285674054195178,0.006613446679682199,0.0647984693234566,0.09981261711430349
1.0184460293296121e-08,1582.890893217467,302999.999999429,0.006303499829306992,298.5769904339404,0.09020886526773009,0.006409396478525687,0.726697547684476,0.0068016561060431045,0.06651264054095489,0.09981261711430349,0.09020886526773009,0.006409396478525687,0.726697547684476,0.0068016561060431045,0.06651264054095489,0.09981261711430349
1.0207724779652246e-08,1585.1745085481946,302999.9999994134,0.006311823310782521,298.1832531716235,0.08993191325264042,0.006582449944400993,0.7247781509241149,0.006995527546007286,0.06827134709491646,0.09981261711430349,0.08993191325264042,0.006582449944400993,0.7247781509241149,0.006995527546007286,0.06827134709491646,0.09981261711430349
1.0230989266008372e-08,1587.5184563312107,302999.9999993972,0.0063203635677848355,297.7803393835661,0.08964778033881073,0.006760293671070034,0.7228079533926072,0.007195241312783086,0.07007567188817329,0.0998126171143035,0.08964778033881073,0.006760293671070034,0.7228079533926072,0.007195241312783086,0.07007567188817329,0.0998126171143035
1.0254253752364497e-08,1589.924179316842,302999.99999938085,0.006329125613513588,297.36809207938956,0.08935629274213301,0.0069430637400216925,0.7207856682343602,0.0074009834045164966,0.07192671614175711,0.09981261711430349,0.08935629274213301,0.0069430637400216925,0.7207856682343602,0.0074009834045164966,0.07192671614175711,0.09981261711430349
1.0277518238720622e-08,1592.393139535883,302999.999999364,0.0063381145172464294,296.9463557484381,0.0890572738302884,0.00713090000993994,0.7187099837543194,0.007612945632921308,0.07382559887874635,0.09981261711430349,0.0890572738302884,0.00713090000993994,0.7187099837543194,0.007612945632921308,0.07382559887874635,0.09981261711430349
1.0300782725076747e-08,1594.9268171067947,302999.99999934656,0.006347335399161973,296.5149767319975,0.08875054421838673,0.0073239461907536945,0.7165795637886474,0.007831325747945242,0.07577345630251366,0.09981261711430349,0.08875054421838673,0.0073239461907536945,0.7165795637886474,0.007831325747945242,0.07577345630251366,0.09981261711430349
1.032172076279726e-08,1597.2636970682665,302999.99999933067,0.006355836802844905,296.1183659310895,0.08846774452999506,0.007502264163506901,0.7146142633049061,0.00803352346364248,0.07756935367141246,0.0998126171143035,0.08846774452999506,0.007502264163506901,0.7146142633049061,0.00803352346364248,0.07756935367141246,0.0998126171143035
1.0342658800517771e-08,1599.6553120705394,302999.9999993141,0.006364534085557589,295.7137133504678,0.08817841733677083,0.007685032080951581,0.7126025179064621,0.008241237513062112,0.07940670505640003,0.09981261711430349,0.08817841733677083,0.007685032080951581,0.7126025179064621,0.008241237513062112,0.07940670505640003,0.09981261711430349
1.0363596838238283e-08,1602.1027727994863,302999.99999929755,0.006373431061732301,295.300912484926,0.08788242665659744,0.00787236298488021,0.7105433049363007,0.008454624843915157,0.08128637116427302,0.0998126171143035,0.08788242665659744,0.00787236298488021,0.7105433049363007,0.008454624843915157,0.08128637116427302,0.0998126171143035
1.0382441072186745e-08,1604.354159871399,302999.99999928207,0.006381612244677507,294.9223387492066,0.08761022420508453,0.008044957749515337,0.7086485716451563,0.008651657168034097,0.08301496836397153,0.0998126171143035,0.08761022420508453,0.008044957749515337,0.7086485716451563,0.008651657168034097,0.08301496836397153,0.0998126171143035
1.0401285306135207e-08,1606.6525079310766,302999.99999926623,0.006389961084460009,294.5370062996195,0.08733241191575174,0.008221428497797714,0.7067137841723237,0.008853535659773556,0.08477918453397812,0.09981261711430349,0.08733241191575174,0.008221428497797714,0.7067137841723237,0.008853535659773556,0.08477918453397812,0.09981261711430349
1.0420129540083669e-08,1608.9986405566162,302999.9999992502,0.006398480387696578,294.14484286048105,0.08704888788111524,0.008401863289888813,0.7047381682495041,0.009060383471800111,0.08657966428564326,0.09981261711430349,0.08704888788111524,0.008401863289888813,0.7047381682495041,0.009060383471800111,0.08657966428564326,0.09981261711430349
1.043897377403213e-08,1611.3933840318236,302999.99999923387,0.006407172962485694,293.7457782398989,0.08675954948270635,0.00858635200645524,0.7027209413884886,0.009272326565966764,0.08841705659238717,0.09981261711430349,0.08675954948270635,0.00858635200645524,0.7027209413884886,0.009272326565966764,0.08841705659238717,0.09981261711430349
1.0457818007980592e-08,1613.83756643259,302999.9999992171,0.006416041614815086,293.3397445296399,0.0864642934845112,0.008774986362134777,0.7006613133805668,0.009489493729759213,0.09029201419679155,0.09981261711430346,0.0864642934845112,0.008774986362134777,0.7006613133805668,0.009489493729759213,0.09029201419679155,0.09981261711430346
1.0476662241929054e-08,1616.3320166393137,302999.9999992001,0.006425089144703209,292.9266763140499,0.08616301613611499,0.008967859916529623,0.6985584868568352,0.009712016587488138,0.0922051929574128,0.09981261711430349,0.08616301613611499,0.008967859916529623,0.6985584868568352,0.009712016587488138,0.0922051929574128,0.09981261711430349
1.0493622052482669e-08,1618.6206856838928,302999.9999991845,0.006433387168077547,292.5488485315442,0.08588663219251924,0.00914514945089756,0.6966283439467846,0.009916977355816417,0.09396027694830855,0.09981261711430349,0.08588663219251924,0.00914514945089756,0.6966283439467846,0.009916977355816417,0.09396027694830855,0.09981261711430349
1.0510581863036284e-08,1620.9513459985444,302999.9999991688,0.006441834366243009,292.1652282830321,0.08560521047179445,0.009326020840085566,0.6946619690229785,0.010126485111487706,0.0957473342719593,0.0998126171143035,0.08560521047179445,0.009326020840085566,0.6946619690229785,0.010126485111487706,0.0957473342719593,0.0998126171143035
1.05275416735899e-08,1623.3245991002498,302999.9999991526,0.006450432750891535,291.7757739448984,0.08531867474598422,0.009510546148371163,0.6926587685631982,0.010340641707903914,0.09756684652479293,0.0998126171143035,0.08531867474598422,0.009510546148371163,0.6926587685631982,0.010340641707903914,0.09756684652479293,0.0998126171143035
1.0544501484143514e-08,1625.7410441246614,302999.99999913597,0.0064591843185322975,291.3804460990092,0.08502694876764454,0.00969879866083275,0.6906181461294183,0.010559550849764955,0.09941929534231031,0.09981261711430349,0.08502694876764454,0.00969879866083275,0.6906181461294183,0.010559550849764955,0.09941929534231031,0.09981261711430349
1.056146129469713e-08,1628.2012770226834,302999.9999991192,0.006468091047379299,290.979207679455,0.08472995636135594,0.009890852880967273,0.6885395028929767,0.010783318080069035,0.10130516182420075,0.09981261711430346,0.08472995636135594,0.009890852880967273,0.6885395028929767,0.010783318080069035,0.10130516182420075,0.09981261711430346
1.0578421105250745e-08,1630.705889708831,302999.99999910215,0.00647715489415944,290.5720241239172,0.08442762152224607,0.010086784526088747,0.6864222382046645,0.011012050762226642,0.10322492591630619,0.09981261711430349,0.08442762152224607,0.010086784526088747,0.6864222382046645,0.011012050762226642,0.10322492591630619,0.09981261711430349
1.059538091580436e-08,1633.2554691641049,302999.9999990849,0.006486377790667958,290.1588635288941,0.08411986852136008,0.010286670520457774,0.6842657502089378,0.011245858057140203,0.10517906575054024,0.0998126171143035,0.08411986852136008,0.010286670520457774,0.6842657502089378,0.011245858057140203,0.10517906575054024,0.0998126171143035
1.0612340726357975e-08,1635.8505964910746,302999.9999990673,0.006495761640130774,289.73969680884574,0.08380662201832317,0.01049058898593841,0.682069436505235,0.01148485089480616,0.10716805694009403,0.09981261711430346,0.08380662201832317,0.01049058898593841,0.682069436505235,0.01148485089480616,0.10716805694009403,0.09981261711430346
1.062930053691159e-08,1638.4918459191551,302999.9999990493,0.006505308313523084,289.31449785925383,0.0834878071817642,0.010698619229972384,0.6798326948595662,0.011729141939938691,0.10919237182713254,0.0998126171143035,0.0834878071817642,0.010698619229972384,0.6798326948595662,0.011729141939938691,0.10919237182713254,0.0998126171143035
1.0646260347465205e-08,1641.1797837580036,302999.9999990308,0.006515019645606243,288.88324372358824,0.08316334981795068,0.01091084173064841,0.6775549239694475,0.011978845551114404,0.11125247868028874,0.09981261711430346,0.08316334981795068,0.01091084173064841,0.6775549239694475,0.011978845551114404,0.11125247868028874,0.09981261711430346
1.066322015801882e-08,1643.9149672983747,302999.9999990123,0.006524897430704763,288.445914763925,0.08283317650793069,0.01112733811866923,0.675235524284314,0.012234077732989485,0.11334884084025293,0.09981261711430349,0.08283317650793069,0.01112733811866923,0.675235524284314,0.012234077732989485,0.11334884084025293,0.09981261711430349
1.0680179968572435e-08,1646.6979436599847,302999.99999899336,0.006534943418491095,288.0024948349154,0.08249721475344995,0.011348191156016974,0.672873898883399,0.012494956081138306,0.11548191581190176,0.09981261711430346,0.08249721475344995,0.011348191156016974,0.672873898883399,0.012494956081138306,0.11548191581190176,0.09981261711430346
1.069713977912605e-08,1649.5292485858163,302999.99999897426,0.0065451593094933555,287.55297146082177,0.08215539313195416,0.011573484711100417,0.6704694544133434,0.012761599719017925,0.11765215430119301,0.09981261711430349,0.08215539313195416,0.011573484711100417,0.6704694544133434,0.012761599719017925,0.11765215430119301,0.09981261711430349
1.0714099589679666e-08,1652.4094051820948,302999.9999989548,0.006555546750261831,287.09733601535225,0.08180764146102096,0.01180330373015173,0.6680216020880438,0.013034129226524877,0.1198599991948158,0.0998126171143035,0.08180764146102096,0.01180330373015173,0.6680216020880438,0.013034129226524877,0.1198599991948158,0.0998126171143035
1.0731059400233281e-08,1655.3389226033385,302999.9999989348,0.00656610732860349,286.63558390399396,0.08145389097255863,0.012037734204634972,0.6655297587532075,0.013312666559595905,0.12210588448067222,0.09981261711430346,0.08145389097255863,0.012037734204634972,0.6655297587532075,0.013312666559595905,0.12210588448067222,0.09981261711430346
1.0748019210786896e-08,1658.3182946820946,302999.99999891454,0.006576842568570234,286.16771474850793,0.08109407449708511,0.012276863134414102,0.6629933480179911,0.01359733496028623,0.12439023410738895,0.09981261711430343,0.08109407449708511,0.012276863134414102,0.6629933480179911,0.01359733496028623,0.12439023410738895,0.09981261711430343
1.0764979021340511e-08,1661.3479985033366,302999.99999889394,0.006587753924992277,285.6937325731752,0.08072812665836995,0.012520778486425004,0.6604118014559293,0.013888258856751734,0.1267134607812694,0.09981261711430346,0.08072812665836995,0.012520778486425004,0.6604118014559293,0.013888258856751734,0.1267134607812694,0.09981261711430346
1.0781938831894126e-08,1664.4284929238106,302999.9999988731,0.006598842778149917,285.2136459923459,0.08035598407868902,0.012769569148598756,0.6577845598771681,0.014185563752559827,0.129075964699308,0.09981261711430346,0.08035598407868902,0.012769569148598756,0.6577845598771681,0.014185563752559827,0.129075964699308,0.09981261711430346
1.0798898642447741e-08,1667.5602170366756,302999.999998852,0.0066101104282845465,284.72746839882046,0.07997758559494553,0.01302332487876037,0.6551110746740962,0.014489376104718935,0.13147813221686602,0.09981261711430349,0.07997758559494553,0.01302332487876037,0.6551110746740962,0.014489376104718935,0.13147813221686602,0.09981261711430349
1.0815858453001356e-08,1670.7435885820116,302999.99999883055,0.006621558089505083,284.2352181525656,0.07959287248588569,0.01328213624822052,0.6523908092423331,0.014799823189806851,0.13392033444876772,0.09981261711430349,0.07959287248588569,0.01328213624822052,0.6523908092423331,0.014799823189806851,0.13392033444876772,0.09981261711430349
1.0832818263554972e-08,1673.9790023043313,302999.99999880866,0.006633186883895648,283.73691876918303,0.07920178871057465,0.013546094579791524,0.6496232404786639,0.015117032957597674,0.13640292580297156,0.09981261711430349,0.07920178871057465,0.013546094579791524,0.6496232404786639,0.015117032957597674,0.13640292580297156,0.09981261711430349
1.0849778074108587e-08,1677.2668282582674,302999.9999987864,0.0066449978356256465,283.2325991075485,0.07880428115829054,0.013815291879928221,0.6468078603575135,0.015441133871552439,0.13892624244601942,0.09981261711430349,0.07880428115829054,0.013815291879928221,0.6468078603575135,0.015441133871552439,0.13892624244601942,0.09981261711430349
1.0866737884662202e-08,1680.6074100639669,302999.99999876367,0.006656991864269926,282.7222935559923,0.07840029990995376,0.014089820764685498,0.6439441775873572,0.015772254735532974,0.14149060069971475,0.09981261711430346,0.07840029990995376,0.014089820764685498,0.6439441775873572,0.015772254735532974,0.14149060069971475,0.09981261711430346
1.0883697695215817e-08,1684.001063114534,302999.9999987406,0.00666916977836324,282.2060422162874,0.07798979851110496,0.014369774379219432,0.6410317193477948,0.016110524506153537,0.14409629536913213,0.09981261711430346,0.07798979851110496,0.014369774379219432,0.6410317193477948,0.016110524506153537,0.14409629536913213,0.09981261711430346
1.0900657505769432e-08,1687.4480727378225,302999.99999871745,0.006681532269229607,281.6838910847272,0.07757273425644083,0.014655246310516313,0.6380700331080805,0.016456072090142642,0.14674359800207606,0.09981261711430346,0.07757273425644083,0.014655246310516313,0.6380700331080805,0.016456072090142642,0.14674359800207606,0.09981261711430346
1.0917617316323047e-08,1690.9486923151603,302999.9999986939,0.006694079903808645,281.15589222955896,0.07714906848587622,0.014946330493012604,0.6350586885277207,0.01680902612607684,0.14943275508034906,0.09981261711430349,0.07714906848587622,0.014946330493012604,0.6350586885277207,0.01680902612607684,0.14943275508034906,0.09981261711430349
1.0934577126876662e-08,1694.5031413608694,302999.9999986699,0.00670681311768019,280.6221039638655,0.07671876689193145,0.015243121106841043,0.6319972794386225,0.017169514749963463,0.15216398614425072,0.09981261711430349,0.07671876689193145,0.015243121106841043,0.6319972794386225,0.017169514749963463,0.15216398614425072,0.09981261711430349
1.0951536937430277e-08,1698.111603566309,302999.9999986455,0.006719732208779514,280.0825910130457,0.0762817998382365,0.015545712468381895,0.6288854259083618,0.01753766534410466,0.15493748185174877,0.09981261711430346,0.0762817998382365,0.015545712468381895,0.6288854259083618,0.01753766534410466,0.15493748185174877,0.09981261711430346
