Distance,Temperature,Pressure,Speed,Density (kg/m^3),Mass Fraction (H2),Mass Fraction (O),Mass Fraction (O2),Mass Fraction (OH),Mass Fraction (H2O),Mass Fraction (AR),Mole Fraction (H2),Mole Fraction (O),Mole Fraction (O2),Mole Fraction (OH),Mole Fraction (H2O),Mole Fraction (AR)
4.52e-12,1499.9999787727045,303000.00000000006,0.005999999915085606,313.6800057742256,0.10073703887729529,7.098222193441535e-12,0.7994503360102442,7.523914425288405e-12,1.3785031211817788e-13,0.09981261711430357,0.10073703887729529,7.098222193441535e-12,0.7994503360102442,7.523914425288405e-12,1.3785031211817788e-13,0.09981261711430357
5.8e-12,1499.999972759384,302999.99999999994,0.005999999891028887,313.68000703191063,0.10073703874329308,1.1660739616379488e-11,0.7994503338732644,1.2351045573507487e-11,2.8649733376807593e-13,0.09981261711430355,0.10073703874329308,1.1660739616379488e-11,0.7994503338732644,1.2351045573507487e-11,2.8649733376807593e-13,0.09981261711430355
7.0800000000000005e-12,1499.9999667452023,303000.0,0.0059999998669678775,313.6800082898207,0.1007370386092751,1.733499425180812e-11,0.7994503317336452,1.8347583109909146e-11,5.168068245461048e-13,0.09981261711430355,0.1007370386092751,1.733499425180812e-11,0.7994503317336452,1.8347583109909146e-11,5.168068245461048e-13,0.09981261711430355
8.36e-12,1499.9999607301843,303000.00000000006,0.0059999998429026355,313.6800095479506,0.10073703847523842,2.4112863171275578e-11,0.7994503295913894,2.5502232544304216e-11,8.469292050116e-13,0.09981261711430357,0.10073703847523842,2.4112863171275578e-11,0.7994503295913894,2.5502232544304216e-11,8.469292050116e-13,0.09981261711430357
9.64e-12,1499.9999547143532,302999.9999999999,0.005999999818833337,313.68001080629546,0.10073703834118013,3.198652294945117e-11,0.7994503274464998,3.380415678096907e-11,1.2943386878968257e-12,0.09981261711430353,0.10073703834118013,3.198652294945117e-11,0.7994503274464998,3.380415678096907e-11,1.2943386878968257e-12,0.09981261711430353
1.092e-11,1499.9999486977317,303000.00000000006,0.005999999794759972,313.6800120648505,0.10073703820709771,4.0948383385898576e-11,0.7994503252989794,4.324288038894636e-11,1.87598790929491e-12,0.09981261711430357,0.10073703820709771,4.0948383385898576e-11,0.7994503252989794,4.324288038894636e-11,1.87598790929491e-12,0.09981261711430357
1.348e-11,1499.9999366622085,303000.0,0.005999999746601565,313.68001458257174,0.1007370379388492,6.210599880843242e-11,0.7994503209960567,6.548843310361191e-11,3.510597622214075e-12,0.09981261711430355,0.1007370379388492,6.210599880843242e-11,0.7994503209960567,6.548843310361191e-11,3.510597622214075e-12,0.09981261711430355
1.5617198124232613e-11,1499.999926612215,303000.00000000006,0.005999999706385372,313.6800166850751,0.10073703771480572,8.303595711360716e-11,0.7994503173957561,8.745043491998332e-11,5.43648927811668e-12,0.09981261711430357,0.10073703771480572,8.303595711360716e-11,0.7994503173957561,8.745043491998332e-11,5.43648927811668e-12,0.09981261711430357
1.7754396248465228e-11,1499.9999165603099,303000.00000000023,0.00599999966615911,313.6800187881026,0.10073703749065978,1.0690166980918677e-10,0.7994503137881557,1.12447394440826e-10,7.955464632247919e-12,0.0998126171143036,0.10073703749065978,1.0690166980918677e-10,0.7994503137881557,1.12447394440826e-10,7.955464632247919e-12,0.0998126171143036
1.9891594372697842e-11,1499.9999065065945,303000.0,0.005999999625923262,313.68002089163286,0.10073703726639913,1.3366906343955054e-10,0.7994503101732666,1.4043306053890443e-10,1.1143609502213008e-11,0.09981261711430355,0.10073703726639913,1.3366906343955054e-10,0.7994503101732666,1.4043306053890443e-10,1.1143609502213008e-11,0.09981261711430355
2.2028792496930457e-11,1499.9998964511694,303000.0000000001,0.005999999585678244,313.6800229956447,0.10073703704201194,1.6330452421019248e-10,0.7994503065511014,1.7136202542411588e-10,1.507598695774955e-11,0.0998126171143036,0.10073703704201194,1.6330452421019248e-10,0.7994503065511014,1.7136202542411588e-10,1.507598695774955e-11,0.0998126171143036
2.6303188745395686e-11,1499.9998763355795,303000.0,0.005999999505162054,313.6800272050309,0.10073703659281019,2.310479658572819e-10,0.799450299284982,2.4187304906347077e-10,2.5467564991271345e-11,0.09981261711430357,0.10073703659281019,2.310479658572819e-10,0.799450299284982,2.4187304906347077e-10,2.5467564991271345e-11,0.09981261711430357
3.057758499386091e-11,1499.999856214306,302999.99999999994,0.0059999994246137,313.68003141609944,0.10073703614296185,3.0987349781572724e-10,0.7994502919898795,3.236355017648334e-10,3.970774261115659e-11,0.09981261711430355,0.10073703614296185,3.0987349781572724e-10,0.7994502919898795,3.236355017648334e-10,3.970774261115659e-11,0.09981261711430355
3.485198124232614e-11,1499.9998360880918,303000.0000000001,0.005999999344036167,313.6800356286938,0.10073703569237676,3.9953062327881396e-10,0.7994502846658691,4.16318348520672e-10,5.83565910605727e-11,0.09981261711430357,0.10073703569237676,3.9953062327881396e-10,0.7994502846658691,4.16318348520672e-10,5.83565910605727e-11,0.09981261711430357
3.912637749079137e-11,1499.9998159576542,303000.00000000006,0.005999999263432346,313.68003984266267,0.10073703524096712,4.997764843129541e-10,0.7994502773130189,5.19603729202999e-10,8.19576707494088e-11,0.09981261711430355,0.10073703524096712,4.997764843129541e-10,0.7994502773130189,5.19603729202999e-10,8.19576707494088e-11,0.09981261711430355
4.34007737392566e-11,1499.9997958236888,303000.0,0.005999999182805038,313.6800440578594,0.1007370347886477,6.103755514525128e-10,0.7994502699313923,6.331862970479719e-10,1.1103886519317718e-10,0.09981261711430357,0.1007370347886477,6.103755514525128e-10,0.7994502699313923,6.331862970479719e-10,1.1103886519317718e-10,0.09981261711430357
4.767516998772183e-11,1499.9997756868706,303000.0,0.005999999102156964,313.6800482741419,0.10073703433533533,7.310993986803173e-10,0.799450262521046,7.567727002529782e-10,1.4611300939648305e-10,0.09981261711430355,0.10073703433533533,7.310993986803173e-10,0.799450262521046,7.567727002529782e-10,1.4611300939648305e-10,0.09981261711430355
5.194956623618706e-11,1499.9997555478521,302999.99999999994,0.005999999021490752,313.6800524913728,0.10073703388094915,8.617265297694433e-10,0.7994502550820318,8.900811662986414e-10,1.876783834730635e-10,0.09981261711430355,0.10073703388094915,8.617265297694433e-10,0.7994502550820318,8.900811662986414e-10,1.876783834730635e-10,0.09981261711430355
5.622396248465229e-11,1499.9997354072682,302999.99999999994,0.0059999989408089545,313.6800567094186,0.10073703342541036,1.0020421534786725e-09,0.7994502476143951,1.0328409755712698e-09,2.362193424792396e-10,0.09981261711430355,0.10073703342541036,1.0020421534786725e-09,0.7994502476143951,1.0328409755712698e-09,2.362193424792396e-10,0.09981261711430355
6.049835873311752e-11,1499.9997152657315,303000.0,0.005999998860114041,313.6800609281503,0.10073703296864223,1.1518379881831772e-09,0.7994502401181768,1.1847920226220415e-09,2.922068499250371e-10,0.09981261711430355,0.10073703296864223,1.1518379881831772e-09,0.7994502401181768,1.1847920226220415e-09,2.922068499250371e-10,0.09981261711430355
6.904715123004798e-11,1499.9996749821685,303000.0000000002,0.005999998698694375,313.68006936717387,0.10073703205112058,1.4790686001452222e-09,0.7994502250401316,1.5152780670172635e-09,4.2834137348790434e-10,0.0998126171143036,0.10073703205112058,1.4790686001452222e-09,0.7994502250401316,1.5152780670172635e-09,4.2834137348790434e-10,0.0998126171143036
7.759594372697843e-11,1499.9996347017195,303000.0,0.005999998537250067,313.68007780748627,0.10073703112780792,1.8418752225763707e-09,0.7994502098481188,1.879655267417326e-09,5.996008001326051e-10,0.09981261711430355,0.10073703112780792,1.8418752225763707e-09,0.7994502098481188,1.879655267417326e-09,5.996008001326051e-10,0.09981261711430355
8.614473622390889e-11,1499.9995944286813,303000.0,0.005999998375798349,313.6800862481866,0.10073703019815608,2.2388071520561993e-09,0.7994501945422867,2.2761839831805697e-09,8.093209156681808e-10,0.09981261711430355,0.10073703019815608,2.2388071520561993e-09,0.7994501945422867,2.2761839831805697e-09,8.093209156681808e-10,0.09981261711430355
9.469352872083935e-11,1499.9995541671049,302999.9999999999,0.005999998214355449,313.680094688426,0.10073702926164285,2.668500709803154e-09,0.7994501791227105,2.703257527435384e-09,1.0606685500134414e-09,0.09981261711430353,0.10073702926164285,2.668500709803154e-09,0.7994501791227105,2.703257527435384e-09,1.0606685500134414e-09,0.09981261711430353
1.0324232121776981e-10,1499.999513920818,303000.0,0.005999998052936685,313.6801031274039,0.10073702831777007,3.129674194008582e-09,0.7994501635893979,3.1593917668444644e-09,1.3566544805121844e-09,0.09981261711430355,0.10073702831777007,3.129674194008582e-09,0.7994501635893979,3.1593917668444644e-09,1.3566544805121844e-09,0.09981261711430355
1.1179111371470027e-10,1499.9994736934384,302999.99999999994,0.005999997891556543,313.680111564364,0.10073702736606194,3.6211231601050635e-09,0.7994501479422921,3.6432156362010194e-09,1.7001452786811528e-09,0.09981261711430355,0.10073702736606194,3.6211231601050635e-09,0.7994501479422921,3.6432156362010194e-09,1.7001452786811528e-09,0.09981261711430355
1.2033990621163073e-10,1499.9994334883938,303000.0,0.005999997730228668,313.6801199985915,0.1007370264060635,4.141715979639376e-09,0.7994501321812756,4.153462413331689e-09,2.0938742728324452e-09,0.09981261711430353,0.1007370264060635,4.141715979639376e-09,0.7994501321812756,4.153462413331689e-09,2.0938742728324452e-09,0.09981261711430353
1.2888869870856117e-10,1499.9993933089322,302999.9999999999,0.005999997568966006,313.68012842941,0.100737025437339,4.6903896578373984e-09,0.7994501163061728,4.6889616805976474e-09,2.5404517048740124e-09,0.09981261711430353,0.100737025437339,4.6903896578373984e-09,0.7994501163061728,4.6889616805976474e-09,2.5404517048740124e-09,0.09981261711430353
1.3743749120549162e-10,1499.9993531581372,302999.99999999994,0.005999997407780827,313.6801368561785,0.1007370244594706,5.266145906787486e-09,0.7994501003167538,5.248631949970231e-09,3.0423741054151575e-09,0.09981261711430353,0.1007370244594706,5.266145906787486e-09,0.7994501003167538,5.248631949970231e-09,3.0423741054151575e-09,0.09981261711430353
1.4598628370242206e-10,1499.9993130389382,302999.99999999994,0.005999997246684756,313.68014527828853,0.10073702347205711,5.8680474640985626e-09,0.7994500842127361,5.831473913045351e-09,3.6020329318881016e-09,0.09981261711430355,0.10073702347205711,5.8680474640985626e-09,0.7994500842127361,5.831473913045351e-09,3.6020329318881016e-09,0.09981261711430355
1.545350761993525e-10,1499.9992729541252,302999.99999999994,0.00599999708568884,313.6801536951627,0.10073702247471271,6.495214636666572e-09,0.7994500679937879,6.436564250708236e-09,4.221722544427705e-09,0.09981261711430353,0.10073702247471271,6.495214636666572e-09,0.7994500679937879,6.436564250708236e-09,4.221722544427705e-09,0.09981261711430353
1.6308386869628296e-10,1499.999232906354,303000.00000000006,0.005999996924803602,313.68016210625166,0.10073702146706591,7.146822049864349e-09,0.7994500516595298,7.063049939822005e-09,4.9036475899580685e-09,0.09981261711430353,0.10073702146706591,7.146822049864349e-09,0.7994500516595298,7.063049939822005e-09,4.9036475899580685e-09,0.09981261711430353
1.716326611932134e-10,1499.9991928981617,302999.99999999994,0.005999996764039042,313.6801705110316,0.10073702044875857,7.822095589180801e-09,0.7994500352095382,7.710143014246557e-09,5.649929842117356e-09,0.09981261711430353,0.10073702044875857,7.822095589180801e-09,0.7994500352095382,7.710143014246557e-09,5.649929842117356e-09,0.09981261711430353
